,Ville,CodeZIP,Latitude,Longitude,Type,Tel,Modele,Annee,Prix,Km,Argus
77,Montrouge,92120,48.8140285,2.3157278,professionnel,0146128847,zen,2014,18290.0,3690.0,Sup_Argus
78,Créteil,94000,48.7884823,2.4567614,professionnel,0811708090,zen,2014,17390.0,1000.0,Sup_Argus
79,Isles-lès-Villenoy,77450,48.921454,2.8083725,professionnel,0184141900,intens,2014,19640.0,10.0,Sup_Argus
80,Thiais,94320,48.7597821,2.3869428,professionnel,0175834788,intens,2014,20202.0,10.0,Sup_Argus
81,Paris,75008,48.8718722,2.3176432,professionnel,0178455073,intens,2014,19690.0,7350.0,Sup_Argus
82,Conflans-Sainte-Honorine,78700,48.9969698,2.1026339,professionnel,0139192136,zen,2014,16900.0,11963.0,Sup_Argus
83,Melun,77000,48.5175192,2.684649,professionnel,0615872883,business,2013,16980.0,17431.0,Sup_Argus
84,Limay,78520,49.0389695,1.6968391,professionnel,,intens,2014,19190.0,9500.0,Sup_Argus
85,Paris,75011,48.857993,2.381153,professionnel,0174076006,intens,2014,20490.0,50.0,Sup_Argus
86,Paris,75011,48.857993,2.381153,professionnel,0174076006,intens,2013,17490.0,11400.0,Sup_Argus
87,Sartrouville,78500,48.9451442,2.1773671,professionnel,0139145454,intens,2014,19380.0,2.0,Sup_Argus
88,Noisiel,77186,48.404676,2.70162,professionnel,0160059293,intens,2014,20900.0,1.0,Sup_Argus
89,Valenton,94460,48.7506702,2.4619117,professionnel,0176471772,intens,2014,18990.0,10.0,Sup_Argus
90,Maurepas,78310,48.7584648,1.9182113,professionnel,,intens,2014,19890.0,5.0,Sup_Argus
91,Paris,75008,48.8718722,2.3176432,professionnel,0825809109,business,2014,14800.0,11195.0,Inf_Argus
92,Brie-Comte-Robert,77170,48.6996559,2.6118682,professionnel,0160625056,intens,2014,18680.0,17421.0,Sup_Argus
93,Thiais,94320,48.7597821,2.3869428,professionnel,0175834788,intens,2014,20202.0,10.0,Sup_Argus
94,Saint-Jean-les-Deux-Jumeaux,77660,48.9461752,3.0276567,professionnel,,life,2014,16390.0,100.0,Sup_Argus
95,Massy,91300,48.7216892,2.2830555,professionnel,,business,2013,14500.0,13799.0,Inf_Argus
96,Massy,91300,48.7216892,2.2830555,professionnel,,business,2013,13900.0,30560.0,Inf_Argus
97,Chatou,78400,48.8977009,2.1541059,professionnel,0130157765,intens,2013,17900.0,10771.0,Sup_Argus
98,Brie-Comte-Robert,77170,48.6996559,2.6118682,professionnel,0160625056,intens,2014,18980.0,8995.0,Sup_Argus
99,Paris,75008,48.8718722,2.3176432,professionnel,0178455073,intens,2014,17490.0,5250.0,Sup_Argus
100,Noisiel,77186,48.404676,2.70162,professionnel,0160059293,zen,Diesel,19690.0,0.0,Sup_Argus
101,Boissise-le-Roi,77310,48.52592,2.5345052,professionnel,0160657097,intens,Diesel,19990.0,0.0,Sup_Argus
102,Thiais,94320,48.7597821,2.3869428,professionnel,0175834788,zen,2014,17990.0,10.0,Sup_Argus
103,Sartrouville,78500,48.9451442,2.1773671,professionnel,0139145454,intens,2014,20780.0,2.0,Sup_Argus
104,Montigny-le-Bretonneux,78180,48.7766463,2.0306592,professionnel,0825809109,business,2014,14500.0,24647.0,Inf_Argus
105,Le Blanc-Mesnil,93150,48.9392662,2.4698535,professionnel,0825809109,business,2014,14800.0,19211.0,Inf_Argus
106,Etréchy,91580,48.4883177,2.17026,professionnel,0169924810,zen,2013,14500.0,18074.0,Inf_Argus
107,Argenteuil,95100,48.9492168,2.2282675,professionnel,0178769520,zen,Diesel,15790.0,0.0,Sup_Argus
108,Beauchamp,95250,49.0154618,2.1940362,professionnel,0139316439,business,2013,16900.0,9360.0,Sup_Argus
109,Paris,75010,48.8785618,2.3603689,professionnel,0825809109,business,2014,14800.0,18944.0,Inf_Argus
110,Argenteuil,95100,48.9492168,2.2282675,professionnel,0178769520,zen,2014,18990.0,2874.0,Sup_Argus
111,Brie-Comte-Robert,77170,48.6996559,2.6118682,professionnel,0160625056,intens,2014,18490.0,624.0,Sup_Argus
112,Thiais,94320,48.7597821,2.3869428,professionnel,0175834788,zen,2014,17820.0,10.0,Sup_Argus
113,Montgeron,91230,48.697967,2.4601475,professionnel,0181088902,intens,2013,14890.0,22049.0,Sup_Argus
114,Maurepas,78310,48.7584648,1.9182113,professionnel,,intens,2014,17490.0,10.0,Sup_Argus
115,Thiais,94320,48.7597821,2.3869428,professionnel,0175834788,intens,2014,17022.0,10.0,Sup_Argus
116,Samoreau,77210,48.4207478,2.7592767,professionnel,0164239675,zen,2014,17700.0,3098.0,Sup_Argus
117,Noisiel,77186,48.404676,2.70162,professionnel,0160059293,zen,2014,17490.0,10506.0,Sup_Argus
118,Moissy-Cramayel,77550,48.6195426,2.6045095,professionnel,,,2014,18390.0,600.0,
119,Fresnes,94260,48.7584721,2.3279962,professionnel,0175448164,zen,2014,15990.0,23788.0,Sup_Argus
120,Trappes,78190,48.7772276,1.9973063,professionnel,0161123085,zen,2013,13900.0,41494.0,Inf_Argus
121,Fontenay-sous-Bois,94120,48.8485075,2.4732309,professionnel,0148763773,business,2014,16890.0,19980.0,Sup_Argus
122,Thiais,94320,48.7597821,2.3869428,professionnel,0175834788,intens,2014,19390.0,10.0,Sup_Argus
123,Paris,75012,48.8293647,2.4265406,professionnel,0825809109,business,2014,14500.0,22250.0,Inf_Argus
124,Coulommiers,77120,48.7778645,3.1064903,professionnel,0164033240,intens,2013,17900.0,24965.0,Sup_Argus
125,Beauchamp,95250,49.0154618,2.1940362,professionnel,0139316439,business,Diesel,16290.0,0.0,Inf_Argus
126,Melun,77000,48.5175192,2.684649,professionnel,0615872883,business,2014,16980.0,19199.0,Sup_Argus
127,Beauchamp,95250,49.0154618,2.1940362,professionnel,0139316439,life,Essence,14990.0,0.0,Sup_Argus
128,Montrouge,92120,48.8140285,2.3157278,professionnel,0142531111,business,2013,14850.0,29723.0,Inf_Argus
129,Levallois-Perret,92300,48.893189,2.2878508,professionnel,,intens,2014,18600.0,10.0,Sup_Argus
130,Persan,95340,49.165129,2.2963347,professionnel,0130282836,intens,2014,19590.0,170.0,Sup_Argus
131,Sartrouville,78500,48.9451442,2.1773671,professionnel,0139145454,business,2013,15880.0,17280.0,Inf_Argus
132,Isles-lès-Villenoy,77450,48.921454,2.8083725,professionnel,0184141900,intens,2014,16970.0,10.0,Sup_Argus
133,Pantin,93500,48.8977492,2.4070294,professionnel,0174730257,business,2013,16690.0,16289.0,Inf_Argus
134,La Ferté-sous-Jouarre,77260,48.9690536,3.1160352,professionnel,0609715599,intens,Diesel,19900.0,0.0,Sup_Argus
135,Chessy,77700,48.8559724,2.8075714,professionnel,0825809109,business,2014,14800.0,16620.0,Inf_Argus
136,Nanterre,92000,48.8941822,2.2071125,professionnel,0156837400,intens,2013,19450.0,11440.0,Sup_Argus
137,Thiais,94320,48.7597821,2.3869428,professionnel,0175834788,zen,2014,18511.0,10.0,Sup_Argus
138,Mareil-Marly,78750,48.8790125,2.0743316,professionnel,0628537072,intens,2014,17990.0,1500.0,Sup_Argus
139,Paris,75017,48.891986,2.319287,professionnel,0825809109,business,2014,14800.0,16492.0,Inf_Argus
140,Noisiel,77186,48.404676,2.70162,professionnel,0160059293,zen,2014,18900.0,1.0,Sup_Argus
141,Gentilly,94250,48.8121798,2.3450311,professionnel,,intens,2013,17400.0,7400.0,Sup_Argus
142,Roissy-en-France,95700,49.0041218,2.5038375,professionnel,0825809109,business,2014,14200.0,26998.0,Inf_Argus
143,Roissy-en-France,95700,49.0041218,2.5038375,professionnel,0825809109,business,2014,14800.0,5747.0,Inf_Argus
144,Noisiel,77186,48.404676,2.70162,professionnel,0160059293,zen,Essence,18900.0,0.0,Sup_Argus
145,Thiais,94320,48.7597821,2.3869428,professionnel,0175834788,intens,2014,18852.0,10.0,Sup_Argus
146,Paris,75012,48.8293647,2.4265406,professionnel,0144740871,business,2014,15990.0,17670.0,Inf_Argus
147,Montigny-le-Bretonneux,78180,48.7766463,2.0306592,professionnel,0825809109,business,2014,14800.0,16922.0,Inf_Argus
148,Les Ulis,91940,48.6741256,2.1455482,professionnel,0160926972,intens,2014,18990.0,3080.0,Sup_Argus
149,Paris,75011,48.857993,2.381153,professionnel,0174076006,zen,2014,17890.0,3863.0,Sup_Argus
150,Sartrouville,78500,48.9451442,2.1773671,professionnel,0139145454,intens,2014,20780.0,2.0,Sup_Argus
151,Pontoise,95000,49.0331671,2.0547222,professionnel,0825809109,business,2014,14800.0,19007.0,Inf_Argus
152,Boulogne-Billancourt,92100,48.833209,2.2359802,professionnel,0174037256,zen,2014,17290.0,7200.0,Sup_Argus
153,Orly,94310,48.7468342,2.4054748,professionnel,0825809109,business,2014,14800.0,14315.0,Inf_Argus
154,Paris,75011,48.857993,2.381153,professionnel,0174076006,business,2013,16990.0,19852.0,Sup_Argus
155,Corbeil-Essonnes,91100,48.5975931,2.4626382,professionnel,,intens,2013,15900.0,14900.0,Sup_Argus
156,Montrouge,92120,48.8140285,2.3157278,professionnel,0142531111,business,2013,15850.0,20987.0,Inf_Argus
157,Les Ulis,91940,48.6741256,2.1455482,professionnel,0160926972,intens,2014,19490.0,2410.0,Sup_Argus
158,Melun,77000,48.5175192,2.684649,professionnel,0615872883,business,2014,16990.0,19414.0,Sup_Argus
159,Paris,75008,48.8718722,2.3176432,professionnel,0178455073,zen,2014,17890.0,5780.0,Sup_Argus
160,Beauchamp,95250,49.0154618,2.1940362,professionnel,0139316439,zen,2014,16900.0,8860.0,Sup_Argus
161,Thiais,94320,48.7597821,2.3869428,professionnel,0141734040,zen,2014,18990.0,7.0,Sup_Argus
162,Pontoise,95000,49.0331671,2.0547222,professionnel,0825809109,business,2014,14800.0,12409.0,Inf_Argus
163,Montrouge,92120,48.8140285,2.3157278,professionnel,0142531111,business,2013,15850.0,20248.0,Inf_Argus
164,Dourdan,91410,48.4820771,1.9601458,professionnel,,intens,2014,20500.0,10.0,Sup_Argus
165,Paris,75008,48.8718722,2.3176432,professionnel,0178455073,zen,2014,17990.0,7987.0,Sup_Argus
166,Persan,95340,49.165129,2.2963347,professionnel,0130282837,intens,2014,19590.0,185.0,Sup_Argus
167,Trappes,78190,48.7772276,1.9973063,professionnel,0161123085,zen,2013,13990.0,40375.0,Inf_Argus
168,Athis-Mons,91200,48.7094011,2.3939064,professionnel,,,2013,13990.0,16000.0,
169,Thiais,94320,48.7597821,2.3869428,professionnel,0175834788,intens,2014,17160.0,10.0,Sup_Argus
170,Versailles,78000,48.8051741,2.1219587,professionnel,0175448151,zen,2014,16900.0,10.0,Sup_Argus
171,Les Pavillons-sous-Bois,93320,48.9057747,2.5036412,professionnel,0667277157,zen,2014,17880.0,9500.0,Sup_Argus
172,Roissy-en-France,95700,49.0041218,2.5038375,professionnel,0825809109,business,2014,14800.0,19871.0,Inf_Argus
173,Boulogne-Billancourt,92100,48.833209,2.2359802,professionnel,0174037256,business,2014,16790.0,22880.0,Inf_Argus
174,Aulnay-sous-Bois,93600,48.9488481,2.4933053,professionnel,,intens,2014,18990.0,10300.0,Sup_Argus
175,Isles-lès-Villenoy,77450,48.921454,2.8083725,professionnel,0184141900,intens,2014,19210.0,10.0,Sup_Argus
176,Boulogne-Billancourt,92100,48.833209,2.2359802,professionnel,0174037256,zen,2014,17490.0,8949.0,Sup_Argus
177,Paris,75005,48.8434912,2.3518339,professionnel,0825809109,business,2014,14800.0,15315.0,Inf_Argus
178,Orgeval,78630,48.9138069,1.9566538,professionnel,0139754280,business,2013,16985.0,8090.0,Sup_Argus
179,Thiais,94320,48.7597821,2.3869428,professionnel,0175834788,intens,2014,18150.0,10.0,Sup_Argus
180,Le Perreux-sur-Marne,94170,48.840305,2.5035059,professionnel,0143240835,life,2014,19850.0,100.0,Sup_Argus
181,Sartrouville,78500,48.9451442,2.1773671,professionnel,0139145454,intens,2014,19870.0,2.0,Sup_Argus
182,Colombes,92700,48.9237226,2.2431251,professionnel,0825809109,business,2013,13900.0,22497.0,Inf_Argus
183,Meaux,77100,48.9542785,2.9085362,professionnel,0183616192,intens,2014,17800.0,6825.0,Sup_Argus
184,Mareil-Marly,78750,48.8790125,2.0743316,professionnel,0628537072,intens,2014,19990.0,10.0,Sup_Argus
185,Ivry-sur-Seine,94200,48.8099767,2.3911679,professionnel,0825809109,business,2014,14800.0,13707.0,Inf_Argus
186,Orly,94310,48.7468342,2.4054748,professionnel,0825809109,business,2014,14800.0,16452.0,Inf_Argus
187,Paris,75010,48.8785618,2.3603689,professionnel,0825809109,business,2014,14800.0,12239.0,Inf_Argus
188,Le Port-Marly,78560,48.8834355,2.1082251,professionnel,0175951008,intens,2014,17490.0,1.0,Sup_Argus
189,Melun,77000,48.5175192,2.684649,professionnel,0615872883,business,2013,15980.0,23167.0,Inf_Argus
190,Boulogne-Billancourt,92100,48.833209,2.2359802,professionnel,0174037256,zen,2014,17990.0,3631.0,Sup_Argus
191,Saint-Maur-des-Fossés,94100,48.7980422,2.4800862,professionnel,,intens,2014,14990.0,9500.0,Sup_Argus
192,Etampes,91150,48.4381946,2.1774795,professionnel,,intens,2013,16990.0,9000.0,Sup_Argus
193,Montrouge,92120,48.8140285,2.3157278,professionnel,0146128847,intens,2014,18290.0,9367.0,Sup_Argus
194,Noisiel,77186,48.404676,2.70162,professionnel,0160059293,zen,Essence,17200.0,0.0,Sup_Argus
195,Malakoff,92240,48.8144751,2.2933337,professionnel,0781679569,business,2014,14800.0,16473.0,Inf_Argus
196,Orly,94310,48.7468342,2.4054748,professionnel,0825809109,business,2014,14700.0,11688.0,Inf_Argus
197,Vitry-sur-Seine,94400,48.7898935,2.3894764,professionnel,0811708090,intens,2013,18490.0,7933.0,Sup_Argus
198,Bois-Colombes,92270,48.9156816,2.2677828,professionnel,,intens,2013,15999.0,12150.0,Sup_Argus
199,Paris,75012,48.8293647,2.4265406,professionnel,0825809109,business,2014,14500.0,21823.0,Inf_Argus
200,Sartrouville,78500,48.9451442,2.1773671,professionnel,0139145454,business,2013,15880.0,19900.0,Inf_Argus
201,Paris,75012,48.8293647,2.4265406,professionnel,0144740871,business,2014,15990.0,16728.0,Inf_Argus
202,Montrouge,92120,48.8140285,2.3157278,professionnel,0142531111,business,2013,15750.0,25972.0,Inf_Argus
203,Isles-lès-Villenoy,77450,48.921454,2.8083725,professionnel,0184141900,intens,2014,19770.0,10.0,Sup_Argus
204,Levallois-Perret,92300,48.893189,2.2878508,professionnel,,intens,2014,20500.0,11.0,Sup_Argus
205,Vitry-sur-Seine,94400,48.7898935,2.3894764,professionnel,0811708090,intens,2013,18490.0,3256.0,Sup_Argus
206,Montrouge,92120,48.8140285,2.3157278,professionnel,0142531111,business,2014,16690.0,13396.0,Inf_Argus
207,Le Blanc-Mesnil,93150,48.9392662,2.4698535,professionnel,0155811021,business,2014,15200.0,24568.0,Inf_Argus
208,Isles-lès-Villenoy,77450,48.921454,2.8083725,professionnel,0184141900,intens,2014,19640.0,10.0,Sup_Argus
209,Créteil,94000,48.7884823,2.4567614,professionnel,0811708090,business,2014,18290.0,8500.0,Sup_Argus
210,Pontoise,95000,49.0331671,2.0547222,professionnel,0825809109,business,2014,14800.0,12702.0,Inf_Argus
211,Nanterre,92000,48.8941822,2.2071125,professionnel,0825809109,business,2013,13600.0,26412.0,Inf_Argus
212,Fresnes,94260,48.7584721,2.3279962,professionnel,0175448164,zen,2014,15450.0,8576.0,Inf_Argus
213,Clamart,92140,48.7925931,2.2551675,professionnel,0983484648,life,2014,16990.0,10.0,Sup_Argus
214,Thiais,94320,48.7597821,2.3869428,professionnel,0175834788,intens,2014,20220.0,10.0,Sup_Argus
215,Coignières,78310,48.7584648,1.9182113,professionnel,0130502424,intens,2014,20500.0,60.0,Sup_Argus
216,Montigny-le-Bretonneux,78180,48.7766463,2.0306592,professionnel,0825809109,business,2013,13900.0,24114.0,Inf_Argus
217,Valenton,94460,48.7506702,2.4619117,professionnel,0176471772,intens,2014,18490.0,10.0,Sup_Argus
218,Isles-lès-Villenoy,77450,48.921454,2.8083725,professionnel,0184141900,intens,2014,19640.0,10.0,Sup_Argus
219,Paris,75011,48.857993,2.381153,professionnel,0174076006,business,2013,16490.0,18805.0,Inf_Argus
220,Vernouillet,78540,48.9590265,1.9653692,particulier,,intens,2014,17200.0,6000.0,Sup_Argus
221,Voisins-le-Bretonneux,78960,48.7587344,2.0488569,particulier,,intens,2014,20300.0,5500.0,Sup_Argus
222,Viroflay,78220,48.8017825,2.1691875,particulier,,intens,2014,18500.0,6000.0,Sup_Argus
223,Guyancourt,78280,48.7707356,2.0803619,particulier,,intens,2014,20300.0,1800.0,Sup_Argus
224,Sevran,93270,48.9380468,2.5262889,particulier,,intens,Essence,16900.0,0.0,Sup_Argus
225,Brétigny-sur-Orge,91220,48.6057057,2.3127207,particulier,,zen,2013,16300.0,20500.0,Sup_Argus
226,Vélizy-Villacoublay,78140,48.7836284,2.1985306,particulier,,zen,2013,16900.0,14500.0,Sup_Argus
227,Nointel,95590,49.1096771,2.2861834,particulier,,intens,2013,17730.0,18500.0,Sup_Argus
228,Conflans-Sainte-Honorine,78700,48.9969698,2.1026339,particulier,,intens,2014,18400.0,7600.0,Sup_Argus
229,Houdan,78550,48.798268,1.6161946,particulier,,intens,2014,18400.0,5000.0,Sup_Argus
230,Saclay,91400,48.7135995,2.1819647,particulier,,intens,2014,17900.0,5950.0,Sup_Argus
231,Saint-Rémy-lès-Chevreuse,78470,48.7056179,2.0700366,particulier,,intens,2013,18000.0,15000.0,Sup_Argus
232,Bois-d'Arcy,78390,48.7969265,2.0209686,particulier,,zen,2014,15790.0,6700.0,Sup_Argus
233,Saint-Denis,93200,48.9315523,2.3563278,particulier,,intens,2013,15500.0,15500.0,Sup_Argus
234,Epinay-sous-Sénart,91860,48.6893061,2.5126535,particulier,,intens,2013,16800.0,8800.0,Sup_Argus
235,Rosny-sous-Bois,93110,48.8784221,2.487122,particulier,,intens,2013,17000.0,12500.0,Sup_Argus
236,Courbevoie,92400,48.9008079,2.2553567,particulier,,intens,2014,16500.0,1000.0,Sup_Argus
237,Mantes-la-Ville,78711,48.9731764,1.7096022,particulier,,intens,2013,17500.0,8500.0,Sup_Argus
238,Plaisir,78370,48.8132378,1.9497316,particulier,,zen,2014,15500.0,6000.0,Sup_Argus
239,Pontoise,95000,49.0331671,2.0547222,particulier,,intens,2014,18500.0,9000.0,Sup_Argus
240,Magnanville,78200,48.9589474,1.6475897,particulier,,intens,2014,17000.0,9500.0,Sup_Argus
241,Villepreux,78450,48.8375066,2.0015525,particulier,,intens,2014,20300.0,3880.0,Sup_Argus
242,Paris,75001,48.8640493,2.3310526,particulier,,,2014,19290.0,3900.0,
243,Colombes,92700,48.9237226,2.2431251,particulier,,business,2013,16500.0,21500.0,Inf_Argus
