,Region,Version,Annee,Kilometrage,Prix,Cote Argus,Prix vs Cote,Telephone,Type vendeur,Latitude,Longitude,URL
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,13461.0,14800.0,18454.0,Moins cher,0825809109 / 0652513785 ,Professionnel,48.7468342,2.4054748,http://www.leboncoin.fr/voitures/726326739.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,20966.0,14500.0,18623.0,Moins cher,0825809109 ,Professionnel,48.9048418,2.306274,http://www.leboncoin.fr/voitures/726326481.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,16596.0,15000.0,18551.0,Moins cher,0155811021 / 0825809109 ,Professionnel,48.9392662,2.4698535,http://www.leboncoin.fr/voitures/726343941.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,18021.0,14800.0,18595.0,Moins cher,0825809109 ,Professionnel,49.0041218,2.5038375,http://www.leboncoin.fr/voitures/726296542.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,22311.0,14500.0,18576.0,Moins cher,0825809109 ,Professionnel,48.7766463,2.0306592,http://www.leboncoin.fr/voitures/726333407.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,28670.0,14200.0,18353.0,Moins cher,0825809109 ,Professionnel,48.8293647,2.4265406,http://www.leboncoin.fr/voitures/726326273.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,19172.0,14800.0,18631.0,Moins cher,0825809109 / 0652513785 ,Professionnel,48.7468342,2.4054748,http://www.leboncoin.fr/voitures/726296841.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,24326.0,14500.0,18505.0,Moins cher,0825809109 ,Professionnel,49.0041218,2.5038375,http://www.leboncoin.fr/voitures/726319390.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,12561.0,14000.0,17370.0,Moins cher,0825809109 / 0626671997 ,Professionnel,48.7766463,2.0306592,http://www.leboncoin.fr/voitures/726297878.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,15607.0,14800.0,18520.0,Moins cher,0825809109 ,Professionnel,48.7766463,2.0306592,http://www.leboncoin.fr/voitures/726296341.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,21883.0,15900.0,16190.0,Moins cher,0142836847 ,Professionnel,48.8208182,2.4736331,http://www.leboncoin.fr/voitures/726238533.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,10.0,19640.0,18404.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/726219368.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,10.0,19640.0,18404.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/726219413.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,18990.0,15966.0,Plus cher,0974915000 / 0176471772 ,Professionnel,48.7506702,2.4619117,http://www.leboncoin.fr/voitures/726262739.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,10.0,19210.0,18404.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/726220656.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,4000.0,18870.0,18527.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/726219204.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,10.0,19640.0,18404.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/726219544.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,10.0,19640.0,18404.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/726219325.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,15000.0,20300.0,16430.0,Plus cher,0677372750 ,Professionnel,48.8808405,2.6059671,http://www.leboncoin.fr/voitures/726262810.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,9900.0,19600.0,16272.0,Plus cher,0677372750 ,Professionnel,48.8808405,2.6059671,http://www.leboncoin.fr/voitures/726259853.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,15000.0,17800.0,15052.0,Plus cher,0677372750 ,Professionnel,48.8808405,2.6059671,http://www.leboncoin.fr/voitures/726262889.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,10.0,19640.0,18404.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/726219609.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,10.0,19640.0,18404.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/726220168.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,10.0,19440.0,18404.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/726219482.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2013,7400.0,17400.0,17565.0,Moins cher,Inconnu,Professionnel,48.8121798,2.3450311,http://www.leboncoin.fr/voitures/725972569.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,7742.0,18900.0,18644.0,Plus cher,0677372750 ,Professionnel,48.8808405,2.6059671,http://www.leboncoin.fr/voitures/726259859.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,6999.0,18900.0,16182.0,Plus cher,0677372750 ,Professionnel,48.8808405,2.6059671,http://www.leboncoin.fr/voitures/726262481.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,18490.0,15966.0,Plus cher,0974915000 / 0176471772 ,Professionnel,48.7506702,2.4619117,http://www.leboncoin.fr/voitures/726262530.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,100.0,16390.0,13001.0,Plus cher,0687213885 / 0164359001 ,Professionnel,48.9461752,3.0276567,http://www.leboncoin.fr/voitures/721393683.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,24200.0,16980.0,17453.0,Moins cher,0687213885 / 0164359001 ,Professionnel,48.9461752,3.0276567,http://www.leboncoin.fr/voitures/708369734.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,14900.0,15900.0,15497.0,Plus cher,Inconnu,Professionnel,48.5975931,2.4626382,http://www.leboncoin.fr/voitures/724444103.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,19840.0,15966.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/725832415.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,9000.0,16990.0,15314.0,Plus cher,Inconnu,Professionnel,48.4381946,2.1774795,http://www.leboncoin.fr/voitures/705082311.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,10.0,17300.0,14588.0,Plus cher,0130157765 ,Professionnel,48.8977009,2.1541059,http://www.leboncoin.fr/voitures/725831021.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,3098.0,17700.0,14684.0,Plus cher,0164239675 ,Professionnel,48.4207478,2.7592767,http://www.leboncoin.fr/voitures/725831385.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,18932.0,17880.0,18623.0,Moins cher,0142531111 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/725852679.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,17670.0,15990.0,18584.0,Moins cher,0144740871 ,Professionnel,48.8293647,2.4265406,http://www.leboncoin.fr/voitures/725482317.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,22880.0,16790.0,18556.0,Moins cher,0174037256 ,Professionnel,48.833209,2.2359802,http://www.leboncoin.fr/voitures/725853350.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,10.0,19372.0,18404.0,Plus cher,0141734040 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/725422533.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2014,10.0,17160.0,18404.0,Moins cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/725459457.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2013,24500.0,16300.0,17468.0,Moins cher,Inconnu,Professionnel,48.7778645,3.1064903,http://www.leboncoin.fr/voitures/718932142.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,20202.0,15966.0,Plus cher,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/725459848.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,11.0,20500.0,15966.0,Plus cher,Inconnu,Professionnel,48.893189,2.2878508,http://www.leboncoin.fr/voitures/699903250.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,5576.0,16500.0,16138.0,Plus cher,0144740871 ,Professionnel,48.8293647,2.4265406,http://www.leboncoin.fr/voitures/725038816.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,12150.0,15999.0,15412.0,Plus cher,0646061008 ,Professionnel,48.9156816,2.2677828,http://www.leboncoin.fr/voitures/724975156.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,21780.0,17480.0,16193.0,Plus cher,0139754280 ,Professionnel,48.9138069,1.9566538,http://www.leboncoin.fr/voitures/724494991.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,7000.0,16970.0,14804.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/724494217.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,1000.0,17240.0,15996.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/724494186.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,8949.0,17490.0,14865.0,Plus cher,0174037256 ,Professionnel,48.833209,2.2359802,http://www.leboncoin.fr/voitures/702798364.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013,6105.0,14390.0,13925.0,Plus cher,0160625056 ,Professionnel,48.6996559,2.6118682,http://www.leboncoin.fr/voitures/675864837.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,3631.0,17990.0,14700.0,Plus cher,0174037256 ,Professionnel,48.833209,2.2359802,http://www.leboncoin.fr/voitures/702070140.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,5.0,19890.0,15966.0,Plus cher,0130516539 ,Professionnel,48.7584648,1.9182113,http://www.leboncoin.fr/voitures/658810529.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,9500.0,17880.0,14882.0,Plus cher,0667277157 ,Professionnel,48.9057747,2.5036412,http://www.leboncoin.fr/voitures/702818462.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,1519.0,17900.0,13045.0,Plus cher,0160059293 ,Professionnel,48.404676,2.70162,http://www.leboncoin.fr/voitures/702492328.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,2874.0,18990.0,14677.0,Plus cher,0178769520 ,Professionnel,48.9492168,2.2282675,http://www.leboncoin.fr/voitures/702562052.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,1.0,18900.0,14588.0,Plus cher,0160059293 ,Professionnel,48.404676,2.70162,http://www.leboncoin.fr/voitures/702492337.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2014,16728.0,15990.0,18555.0,Moins cher,0144740871 ,Professionnel,48.8293647,2.4265406,http://www.leboncoin.fr/voitures/723148587.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,6234.0,15980.0,16159.0,Moins cher,0615872883 ,Professionnel,48.5175192,2.684649,http://www.leboncoin.fr/voitures/723058292.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013,11612.0,16490.0,15395.0,Plus cher,Inconnu,Professionnel,48.9542785,2.9085362,http://www.leboncoin.fr/voitures/708737212.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013,3365.0,17900.0,13840.0,Plus cher,0146348425 ,Professionnel,48.8488576,2.3354223,http://www.leboncoin.fr/voitures/711269875.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,11963.0,16900.0,14958.0,Plus cher,0139192136 ,Professionnel,48.9969698,2.1026339,http://www.leboncoin.fr/voitures/723058443.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,5396.0,18390.0,16133.0,Plus cher,0174037256 ,Professionnel,48.833209,2.2359802,http://www.leboncoin.fr/voitures/723096317.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,2.0,19380.0,15966.0,Plus cher,0139145454 ,Professionnel,48.9451442,2.1773671,http://www.leboncoin.fr/voitures/702309498.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,16436.0,16490.0,17490.0,Moins cher,0144740871 ,Professionnel,48.8293647,2.4265406,http://www.leboncoin.fr/voitures/722722583.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,624.0,18490.0,15985.0,Plus cher,0160625056 ,Professionnel,48.6996559,2.6118682,http://www.leboncoin.fr/voitures/722656594.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,7987.0,17990.0,14835.0,Plus cher,0178455073 ,Professionnel,48.8718722,2.3176432,http://www.leboncoin.fr/voitures/722679751.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 INTENS EDC Essence,2013,24965.0,17900.0,17452.0,Plus cher,0164033240 ,Professionnel,48.7778645,3.1064903,http://www.leboncoin.fr/voitures/722574551.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,60.0,19990.0,15967.0,Plus cher,0130502424 ,Professionnel,48.7584648,1.9182113,http://www.leboncoin.fr/voitures/722297736.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10300.0,18990.0,16285.0,Plus cher,Inconnu,Professionnel,48.9488481,2.4933053,http://www.leboncoin.fr/voitures/711455981.htm?ca=12_s
0,ile_de_france,1.2 TCE 120 ZEN EDC Essence,2014,3690.0,18290.0,16610.0,Plus cher,0146128847 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/722219706.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,9500.0,19190.0,13292.0,Plus cher,Inconnu,Professionnel,49.0389695,1.6968391,http://www.leboncoin.fr/voitures/721891850.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,17280.0,15880.0,17516.0,Moins cher,0139145454 ,Professionnel,48.9451442,2.1773671,http://www.leboncoin.fr/voitures/701612734.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,1.0,20900.0,12998.0,Plus cher,0160059293 ,Professionnel,48.404676,2.70162,http://www.leboncoin.fr/voitures/701323380.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,15898.0,16990.0,17473.0,Moins cher,0174730257 ,Professionnel,48.8977492,2.4070294,http://www.leboncoin.fr/voitures/701268637.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,19700.0,16990.0,14888.0,Plus cher,0624782138 ,Professionnel,49.0929069,2.1041248,http://www.leboncoin.fr/voitures/711468301.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,10.0,16890.0,14588.0,Plus cher,0160625056 ,Professionnel,48.6996559,2.6118682,http://www.leboncoin.fr/voitures/721749243.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014,7.0,18990.0,14588.0,Plus cher,0141734040 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/682913785.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,19640.0,15966.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/721280818.htm?ca=12_s
0,ile_de_france,1.5 DCI 90 BUSINESS EDC Diesel,2013,13799.0,14500.0,17408.0,Moins cher,0169936710 ,Professionnel,48.7216892,2.2830555,http://www.leboncoin.fr/voitures/715687557.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,19640.0,15966.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/721280675.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,9367.0,18290.0,16256.0,Plus cher,0146128847 ,Professionnel,48.8140285,2.3157278,http://www.leboncoin.fr/voitures/721312799.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013,25295.0,14980.0,13840.0,Plus cher,0811708090 ,Professionnel,48.7884823,2.4567614,http://www.leboncoin.fr/voitures/720599349.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,2.0,19870.0,15966.0,Plus cher,0139145454 ,Professionnel,48.9451442,2.1773671,http://www.leboncoin.fr/voitures/682487986.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2013,14958.0,14900.0,12699.0,Plus cher,0160059293 ,Professionnel,48.404676,2.70162,http://www.leboncoin.fr/voitures/720425249.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014,50.0,20490.0,12999.0,Plus cher,0174076006 ,Professionnel,48.857993,2.381153,http://www.leboncoin.fr/voitures/719992624.htm?ca=12_s
0,ile_de_france,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014,10.0,19770.0,15966.0,Plus cher,0184141900 ,Professionnel,48.921454,2.8083725,http://www.leboncoin.fr/voitures/719973886.htm?ca=12_s
