indx,City,Id,Kms,Lat,Lon,Model,PCode,Phone,Price,User,Year,Argus,cCher
17,Boé,21,10,44.159599,0.628594,Renault Captur dCi 90 Energy Intens S&S eco²,47550,2777510380,19490,Pro,2014,17700.0,True
18,Lormont,22,10,44.880163,-0.523108,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,33310,0582848237,18990,Pro,2014,17700.0,True
19,Mussidan,23,38000,45.037085,0.364299,Renault captur dci 90ch état neuf,24400,[],15500,Par,2013,18300.0,False
20,Boé,24,10,44.159599,0.628594,Renault Captur dCi 90 Energy Intens S&S eco²,47550,2777417612,19490,Pro,2014,17700.0,True
21,Lormont,25,11000,44.880163,-0.523108,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,33310,0582848237,18290,Pro,2014,17700.0,True
22,Agen,26,9500,44.203142,0.616363,RENAULT CAPTUR Intens Energy dCi 90 eco2,47000,[],17500,Par,2013,17700.0,False
23,Saint-Sever,27,20850,43.759137,-0.574221,Renault Captur DCI 90 ENERGY ZEN S&S ECO²,40500,0558055326,15990,Pro,2014,16000.0,False
24,Pau,28,17000,43.2951,-0.370797,Renault Captur TCe 90ch ZEN 17000 km,64000,6400000000,13490,Pro,2013,14200.0,False
25,Mérignac,29,14768,44.8448769,-0.656358,Renault Captur DCI 90 BUSINESS ECO²,33700,0556120000,16990,Pro,2013,17600.0,False
26,Mont-de-Marsan,30,23739,43.893485,-0.499782,Renault Captur dCi 90 Energy S&S eco2 Intens,40000,0524449118,18590,Pro,2014,17700.0,True
27,Sérignac-sur-Garonne,31,10,44.214076,0.484675,Renault captur dci intens en stock,47310,[],19490,Pro,2014,17700.0,True
28,Mugron,32,11000,43.751052,-0.748762,Renault captur,40250,[],15900,Pro,2013,16100.0,False
29,Pessac,33,16157,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33600,0531081450,18500,Pro,2014,17700.0,True
30,Bordeaux,34,10,44.837789,-0.57918,Renault captur 1.5 dci 90 energy s&s intens eco2,33300,[],19990,Pro,2014,17700.0,True
31,Bidart,35,14000,43.439236,-1.590062,Renault captur 0.9 tce 90cv ZEN,64210,[],14990,Pro,2013,14200.0,True
32,Escource,37,16000,44.163863,-1.0328679,Renault captur,40210,[],17000,Par,2014,16100.0,True
33,Le Bouscat,38,3140,44.865164,-0.59944,Renault Captur TCE 90 ENERGY S&S ECO2 INTENS,33110,0531081574,17490,Pro,2014,15500.0,True
34,Bayonne,39,21778,43.492949,-1.474841,Renault Captur dCi 90 Energy S&S eco2 Intens,64100,0540017303,17490,Pro,2013,17700.0,False
35,Latresne,40,19000,44.7864205,-0.498324,Captur intens * dci - 90 cv * année 2014,33360,[],16990,Pro,2014,17700.0,False
36,Eysines,42,9206,44.885793,-0.648815,Captur intens tce 120 edc 9206 kms,33320,[],17490,Pro,2014,17800.0,False
37,Le Teich,43,12500,44.635606,-1.0208759,Renault captur essence,33470,[],16500,Par,2014,16100.0,True
38,Bergerac,44,3576,44.853806,0.483392,Renault Captur dCi 90 Energy Intens S&S eco2,24100,0553636565,17795,Pro,2014,17700.0,True
39,Bidart,45,10,43.439236,-1.590062,Renault captur intens s&s 0.9 tce 90cv neuf,64210,[],17290,Pro,2014,15500.0,True
40,Pessac,46,8700,44.80583,-0.630386,Renault Captur Intense 90 essence,33600,[],15900,Par,2013,16100.0,False
41,Périgueux,47,27000,45.184029,0.7211149,Affaire du mois renault captur,24000,[],16500,Pro,2013,16100.0,True
42,Pessac,48,29383,44.80583,-0.630386,Renault Captur DCI 90 ENERGY BUSINESS,33600,0531081450,16500,Pro,2013,16100.0,True
43,Lormont,49,20750,44.880163,-0.523108,Renault Captur DCI 90 ENERGY BUSINESS,33310,0531081576,16490,Pro,2013,16100.0,True
44,Mérignac,50,63000,44.8448769,-0.656358,Renault Captur,33700,0669093874,14500,Pro,2013,16100.0,False
45,Biscarrosse,51,21500,44.3946602,-1.164218,Renault Captur Intens Energy dCi 90 eco²,40600,[],18290,Pro,2013,17700.0,True
46,Biscarrosse,52,8900,44.3946602,-1.164218,Renault Captur Intens dCi 90 EDC eco²,40600,[],19490,Pro,2014,17500.0,True
47,Salignac,53,13360,45.015554,-0.379659,Renault captur energy business gps 13360 kms,33240,[],17200,Pro,2014,16100.0,True
48,Mourenx,55,18000,43.368262,-0.620552,Renault captur 1.5 dci 90 energy s&s business eco2,64150,[],16590,Pro,2014,16100.0,True
49,La Teste-de-Buch,56,10,44.631077,-1.148224,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,33260,2453818836,19290,Pro,2014,17700.0,True
50,Bayonne,57,4633,43.492949,-1.474841,Renault Captur dCi 90 Energy S&S eco2 Intens,64100,0540017303,18490,Pro,2014,17700.0,True
51,Bergerac,58,19734,44.853806,0.483392,Renault Captur dCi 90 Business EDC,24100,0553636565,17595,Pro,2014,17600.0,False
52,La Teste-de-Buch,59,17897,44.631077,-1.148224,Renault Captur TCe 90 Intens,33260,0557525270,17490,Pro,2014,15500.0,True
53,Trélissac,60,20116,45.196131,0.77911,Renault Captur dCi 90 Energy Business,24750,0634905428,16800,Pro,2014,16100.0,True
54,Capbreton,61,28830,43.637844,-1.420939,Renault captur intens energy dci 90 ch,40130,[],15990,Pro,2013,17700.0,False
55,Le Haillan,62,10,44.873167,-0.677914,RENAULT CAPTUR DCI 90 cv INTENS ECO² NEUF,33185,[],18950,Pro,2014,17700.0,True
56,Mont-de-Marsan,63,12377,43.893485,-0.499782,Renault Captur dCi 90 Energy S&S eco2 Zen,40000,0524449118,16890,Pro,2014,16000.0,True
57,Pessac,65,10541,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,33600,0531081450,15900,Pro,2013,16000.0,False
58,Parentis-en-Born,67,16492,44.35262,-1.0729979,Renault Captur DCI 90 ENERGY BUSINESS S&S ECO²,40160,0558784350,16990,Pro,2014,16100.0,True
59,Dax,68,10,43.708608,-1.051945,Renault Captur dCi 90 Energy Intens S&S eco²,40100,0582848036,18990,Pro,2014,17700.0,True
60,Bayonne,69,10,43.492949,-1.474841,Renault Captur dCi 90 Energy Intens S&S eco²,64100,0535372089,18950,Pro,2013,17700.0,True
61,Mérignac,70,17400,44.8448769,-0.656358,Renault Captur dCi 90 Energy Zen S&S eco²,33700,0556132965,17490,Pro,2014,16000.0,True
62,Langon,71,11470,44.555419,-0.245126,Renault Captur dCi 90 Energy Zen S&S eco2,33210,0556634469,16690,Pro,2014,16000.0,True
63,Lormont,72,5496,44.880163,-0.523108,Renault Captur TCE 120 ZEN EDC,33310,0531081576,16991,Pro,2014,16000.0,True
64,Dax,73,19459,43.708608,-1.051945,Renault Captur dCi 90 Energy Business,40100,0524449901,16490,Pro,2014,16100.0,True
65,Pau,74,8650,43.2951,-0.370797,Renault Captur dCi 90 Energy Business,64000,0547200024,17900,Pro,2014,16100.0,True
66,Le Bouscat,75,4580,44.865164,-0.59944,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,33110,0531081574,17890,Pro,2014,16000.0,True
67,Port-Sainte-Foy-et-Ponchapt,76,17000,44.844028,0.210809,Renault CAPTUR dCi 90 energy surequipé pack techno,33220,[],19400,Par,2014,17100.0,True
68,Hendaye,78,13000,43.359399,-1.766148,Renault captur intense Tce 90cv 2013,64700,0686415358,14200,Par,2013,16100.0,False
69,Bergerac,79,19993,44.853806,0.483392,Renault Captur dCi 90 Energy Business,24100,0553636565,16795,Pro,2014,16100.0,True
70,Villenave-d'Ornon,80,7535,44.7799813,-0.5672574,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,33140,0531081640,17990,Pro,2014,16000.0,True
71,Léognan,81,13500,44.727859,-0.59709,Renault Captur Zen Energy dci,33850,[],16190,Par,2013,16000.0,True
72,Lormont,82,770,44.880163,-0.523108,Renault Captur TCE 120 ZEN EDC,33310,0531081576,18590,Pro,2014,16000.0,True
73,Pessac,83,10683,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33600,0531081450,18500,Pro,2014,17700.0,True
74,Orthez,84,25997,43.48756,-0.7739279,Renault Captur dCi 90 Energy Intens S&S eco²,64300,0559387915,16990,Pro,2013,17700.0,False
75,Pessac,86,16768,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,33600,0531081450,16500,Pro,2014,16000.0,True
76,Mouguerre,87,50,43.4669359,-1.415368,Renault Captur dCi 90 Energy Zen S&S eco2,64990,[],18790,Pro,2014,16000.0,True
77,Pau,88,1190,43.2951,-0.370797,Renault Captur INTENS 1.5 DCI 90 ENERGY,64000,0559028670,19500,Pro,2014,17700.0,True
78,Pau,89,24896,43.2951,-0.370797,Renault Captur dCi 90 Energy Business,64000,0547200024,15500,Pro,2013,16100.0,False
79,Dax,91,19500,43.708608,-1.051945,Renault Captur dCi 90 Energy S&S eco2 Intens,40100,0524449901,18490,Pro,2014,17700.0,True
80,Dax,92,21000,43.708608,-1.051945,Renault Captur dCi 90 Energy Business,40100,0524449901,17990,Pro,2014,16100.0,True
81,Dax,94,18500,43.708608,-1.051945,Renault Captur dCi 90 Energy S&S eco2 Intens,40100,0524449901,18490,Pro,2014,17700.0,True
82,Trélissac,95,6703,45.196131,0.77911,Renault Captur dCi 90 Intens EDC,24750,0634905428,19800,Pro,2014,17500.0,True
83,Mérignac,97,1,44.8448769,-0.656358,Renault Captur DCi 90 Intens+Camera NEUF -18%STOCK,33700,[],18490,Pro,2014,18300.0,True
84,Oloron-Sainte-Marie,98,16670,43.194413,-0.605292,Renault Captur TCe 120 Intens EDC,64400,0531081516,17500,Pro,2013,17800.0,False
85,Le Bouscat,99,12839,44.865164,-0.59944,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33110,0531081574,17890,Pro,2014,17700.0,True
86,Le Bouscat,100,22747,44.865164,-0.59944,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33110,0531081574,17890,Pro,2014,17700.0,True
87,Oloron-Sainte-Marie,101,20320,43.194413,-0.605292,Renault Captur dCi 90 Energy Business,64400,0531081516,17300,Pro,2014,16100.0,True
88,Le Bouscat,102,18193,44.865164,-0.59944,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33110,0531081574,17890,Pro,2014,17700.0,True
89,Le Bouscat,103,14763,44.865164,-0.59944,Renault Captur TCE 90 ENERGY S&S ECO2 INTENS,33110,0531081574,17590,Pro,2014,15500.0,True
90,Mont-de-Marsan,104,20,43.893485,-0.499782,Renault Captur DCI 90 cv Energy Intens Stop&Start,40000,[],18990,Pro,2014,17700.0,True
91,Saint-Macaire,105,11000,44.565289,-0.226334,RENAULT CAPTUR DCI 90 Energie Intens,33490,[],17880,Pro,2014,17700.0,True
92,Pessac,106,14417,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33600,0531081450,18500,Pro,2014,17700.0,True
93,Pessac,107,15640,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33600,0531081450,18500,Pro,2014,17700.0,True
94,Lormont,108,18403,44.880163,-0.523108,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33310,0531081576,17891,Pro,2014,17700.0,True
95,Lormont,109,9118,44.880163,-0.523108,Renault Captur DCI 90 ENERGY BUSINESS,33310,0531081576,17390,Pro,2014,16100.0,True
96,Pau,110,22849,43.2951,-0.370797,Renault Captur dCi 90 Energy Zen S&S eco2,64000,0547200024,15990,Pro,2013,16000.0,False
97,Saint-Loubès,111,7100,44.916735,-0.4271,Renault captur,33450,[],18000,Par,2014,16100.0,True
98,Issigeac,112,7300,44.730741,0.607473,Renault Captur Intens DCI 90 EDC eco2 18% remise,24560,[],19700,Pro,2013,18300.0,True
99,Saint-Jean-de-Luz,113,23600,43.388051,-1.663055,Captur Business Energy dCi 90 eco² - 23600 Kms -,64500,[],16500,Pro,2014,16100.0,True
100,Trélissac,114,15688,45.196131,0.77911,Renault Captur dCi 90 Energy Intens S&S eco2,24750,0634905428,17400,Pro,2014,17700.0,False
101,Dax,115,6999,43.708608,-1.051945,Renault Captur dCi 90 Energy Zen S&S eco2,40100,0524449901,16990,Pro,2014,16000.0,True
102,Trélissac,116,14082,45.196131,0.77911,Renault Captur dCi 90 Energy Intens S&S eco2,24750,0634905428,17400,Pro,2014,17700.0,False
103,Mont-de-Marsan,117,10,43.893485,-0.499782,Renault Captur 1.5 DCI 90 ENERGY INTENS PK TECHNO,40000,0558859191,19990,Pro,2014,17700.0,True
104,Soulac-sur-Mer,118,25000,45.515125,-1.123258,Renault Captur,33780,[],18000,Par,2013,16100.0,True
105,Lormont,119,9418,44.880163,-0.523108,Renault Captur DCI 90 ENERGY BUSINESS,33310,0531081576,17790,Pro,2014,16100.0,True
106,Parentis-en-Born,121,5,44.35262,-1.0729979,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,40160,0558784350,19990,Pro,2014,17700.0,True
107,Bergerac,122,19960,44.853806,0.483392,Captur Business Energy dCi 90 eco²,24100,[],16795,Pro,2013,16100.0,True
108,Saint-Martin-de-Seignanx,123,1500,43.544854,-1.386248,CAPTUR INTENS dCi 90 FAP,40390,0559563596,19500,Pro,2014,17700.0,True
109,Bayonne,124,61,43.492949,-1.474841,Captur intens dci 90,64100,[],19520,Pro,2014,17700.0,True
110,Bayonne,125,23,43.492949,-1.474841,Renault Captur dci 90 intens,64100,[],19290,Pro,2014,17700.0,True
111,Bergerac,126,3023,44.853806,0.483392,Renault Captur dCi 90 Energy Intens S&S eco2,24100,0553636565,19595,Pro,2014,17700.0,True
112,64460,127,1,43.3584189,-0.0466559,Renault Captur,[],[],18200,Pro,2014,16100.0,True
113,Lesparre-Médoc,128,3900,45.305814,-0.93519,Renault Captur ZEN DCI 90,33340,0556410095,17990,Pro,2014,16000.0,True
114,Pau,129,11270,43.2951,-0.370797,Renault Captur INTENS 1.5 DCI 90 ENERGY,64000,0559028670,17990,Pro,2013,17700.0,True
115,Libourne,131,12729,44.912998,-0.243985,Renault Captur Dci 90 energy zen s&s eco2,33500,0557244071,16800,Pro,2013,16000.0,True
116,Saint-Vincent-de-Paul,132,5404,44.9560869,-0.469539,Captur dci 90 intens,40990,[],18990,Pro,2014,17700.0,True
117,Saint-Jean-de-Luz,133,10,43.388051,-1.663055,Captur INTENS Energy dCi 90 - 0 Kms-,64500,[],19500,Pro,2014,17700.0,True
118,Mont-de-Marsan,134,20288,43.893485,-0.499782,Renault Captur dCi 90 Energy Business,40000,0524449118,16590,Pro,2013,16100.0,True
119,Bordeaux,135,10,44.837789,-0.57918,Renault Captur TCe 90 Energy S&S eco2 Zen,33000,0557818910,16950,Pro,2014,14200.0,True
120,Notre-Dame-de-Sanilhac,136,15000,45.121311,0.71385,Renault captur,24660,[],19500,Par,2014,16100.0,True
121,Bergerac,137,18503,44.853806,0.483392,Renault Captur dCi 90 Energy Intens S&S eco2,24100,0553636565,17395,Pro,2014,17700.0,False
122,Trélissac,138,26409,45.196131,0.77911,Renault Captur dCi 90 Energy Intens S&S eco2,24750,0634905428,16900,Pro,2013,17700.0,False
123,Bayonne,139,1550,43.492949,-1.474841,Renault Captur dCi 90 Zen EDC,64100,0540017303,18490,Pro,2014,16200.0,True
124,Castillon-la-Bataille,140,8000,44.852067,-0.043008,Renault Captur,33350,[],16500,Par,2013,16100.0,True
125,Villeneuve-sur-Lot,141,25230,44.4082053,0.7072568,Renault captur business dci 90cv,47300,0553401774,16900,Pro,2013,17600.0,False
126,Tresses,142,350,44.847789,-0.46405,Captur tce 90 energy intens RLINK,33370,[],18990,Pro,2014,15500.0,True
127,Bordeaux,143,18500,44.837789,-0.57918,Renault Captur TCe 120 Zen EDC,33000,0557818910,15990,Pro,2013,16000.0,False
128,Le Bouscat,144,11565,44.865164,-0.59944,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33110,0531081574,18290,Pro,2014,17700.0,True
129,Villenave-d'Ornon,145,21263,44.7799813,-0.5672574,Renault Captur DCI 90 ENERGY BUSINESS,33140,0531081640,15990,Pro,2013,16100.0,False
130,Mérignac,146,5700,44.8448769,-0.656358,Captur dc1 90 intens energy noir/orange 03/2014,33700,[],19150,Par,2014,15500.0,True
131,Agen,147,13000,44.203142,0.616363,Renault captur 2014 etat neuf,47000,0677287675,17800,Par,2014,16100.0,True
132,Anglet,148,10,43.481402,-1.514699,Renault Captur dCi 90 Energy Intens S&S eco2,64600,0611648631,17990,Pro,2014,17700.0,True
133,Pessac,149,6923,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,33600,0531081450,17500,Pro,2014,16000.0,True
134,Pessac,150,24127,44.80583,-0.630386,Renault Captur DCI 90 ENERGY BUSINESS,33600,0531081450,16500,Pro,2013,16100.0,True
135,Pessac,151,23752,44.80583,-0.630386,Renault Captur DCI 90 ENERGY BUSINESS,33600,0531081450,16500,Pro,2013,16100.0,True
136,Pessac,152,14351,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33600,0531081450,18500,Pro,2014,17700.0,True
137,Pessac,153,37241,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,33600,0531081450,15900,Pro,2013,16000.0,False
