"ID","BRAND","MODEL","VERSION","YEAR","MILEAGE","PRICE","PHONE","TYPE","CASCO","LATITUDE","LONGITUDE"
"678526447","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,10541,15900,"NA","professionnel",16000,44.80583,-0.630386
"666963587","NA","NA","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,20,18690,"NA","professionnel",15500,44.8350088,-0.5872689999999999
"723460734","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,16492,16990,"NA","professionnel",16100,44.35261999999999,-1.0729979
"702820277","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,10,18990,"NA","professionnel",16000,43.708608,-1.051945
"702473939","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,10,18950,"NA","professionnel",16000,43.492949,-1.474841
"723073943","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,11470,16690,"NA","professionnel",16000,44.555419,-0.245126
"723094022","renault","captur","1.2 TCE 120 ZEN EDC",2014,5496,16991,"NA","professionnel",16000,44.880163,-0.523108
"723074123","renault","captur","1.2 TCE 120 ZEN EDC",2014,19459,16490,"NA","professionnel",16000,43.708608,-1.051945
"723057333","renault","captur","1.2 TCE 120 ZEN EDC",2014,8650,17900,"NA","professionnel",16000,43.2951,-0.370797
"723094610","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,4580,17890,"NA","professionnel",16000,44.865164,-0.59944
"701997289","renault","captur","1.5 DCI 90 ENERGY ARIZONA ECO2",2014,19993,16795,"NA","professionnel",17100,44.853806,0.483392
"702049567","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,7535,17990,"NA","professionnel",16000,44.7799813,-0.5672574
"722217351","renault","captur","1.2 TCE 120 ZEN EDC",2014,770,18590,"NA","professionnel",16000,44.880163,-0.523108
"722019223","renault","captur","1.2 TCE 120 INTENS EDC",2014,11000,19900,"NA","professionnel",17800,43.35919699999999,-0.243846
"721894171","renault","captur","1.5 DCI 90 INTENS EDC",2013,31103,16500,"NA","professionnel",17500,44.3946602,-1.164218
"701264753","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,10683,18500,"NA","professionnel",16000,44.80583,-0.630386
"701306472","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,25997,16990,"NA","professionnel",16000,43.48755999999999,-0.7739279
"721311991","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,16768,16500,"NA","professionnel",16000,44.80583,-0.630386
"695845987","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,50,18790,"NA","professionnel",16000,43.4669359,-1.415368
"699981733","renault","captur","1.5 DCI 90 ZEN EDC",2014,1190,18990,"NA","professionnel",16200,43.2951,-0.370797
"682181108","renault","captur","1.2 TCE 120 ZEN EDC",2013,24896,15500,"NA","professionnel",16000,43.2951,-0.370797
"719972101","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,19500,18490,"NA","professionnel",16000,43.708608,-1.051945
"719972121","renault","captur","1.2 TCE 120 ZEN EDC",2014,21000,17990,"NA","professionnel",16000,43.708608,-1.051945
"719972105","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,18500,18490,"NA","professionnel",16000,43.708608,-1.051945
"719971258","renault","captur","1.2 TCE 120 ZEN EDC",2014,6703,19800,"NA","professionnel",16000,45.196131,0.77911
"635204267","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,1,18490,"NA","professionnel",16000,44.8448769,-0.656358
"719147034","renault","captur","1.2 TCE 120 ZEN EDC",2013,16670,17500,"NA","professionnel",16000,43.194413,-0.6052919999999999
"718945077","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,12839,17890,"NA","professionnel",16000,44.865164,-0.59944
"718944993","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,22747,17890,"NA","professionnel",16000,44.865164,-0.59944
"719147049","renault","captur","1.2 TCE 120 ZEN EDC",2014,20320,17300,"NA","professionnel",16000,43.194413,-0.6052919999999999
"718945204","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,18193,17890,"NA","professionnel",16000,44.865164,-0.59944
"718944946","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,14763,17590,"NA","professionnel",15500,44.865164,-0.59944
"687173969","renault","captur","1.5 DCI 90 INTENS EDC",2014,20,18990,"NA","professionnel",17500,43.893485,-0.4997819999999999
"718300799","renault","captur","1.2 TCE 120 ZEN EDC",2014,11000,17880,"NA","professionnel",16000,44.565289,-0.226334
"718359623","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,14417,18500,"NA","professionnel",16000,44.80583,-0.630386
"718359687","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,15640,18500,"NA","professionnel",16000,44.80583,-0.630386
"717557420","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,18403,17891,"NA","professionnel",16000,44.880163,-0.523108
"717557272","renault","captur","1.2 TCE 120 ZEN EDC",2014,9118,17390,"NA","professionnel",16000,44.880163,-0.523108
"717152661","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,22849,15990,"NA","professionnel",16000,43.2951,-0.370797
"716715060","renault","captur","1.5 DCI 90 ZEN EDC",2013,7300,19700,"NA","professionnel",16200,44.73074099999999,0.6074729999999999
"716644503","renault","captur","1.5 DCI 90 BUSINESS EDC",2014,23600,16500,"NA","professionnel",17600,43.388051,-1.663055
"716340218","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,15688,17400,"NA","professionnel",16000,45.196131,0.77911
"716341226","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,6999,16990,"NA","professionnel",16000,43.708608,-1.051945
"716340197","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,14082,17400,"NA","professionnel",16000,45.196131,0.77911
"647753059","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,19990,"NA","professionnel",16200,43.893485,-0.4997819999999999
"715469918","renault","captur","1.2 TCE 120 ZEN EDC",2014,9418,17790,"NA","professionnel",16000,44.880163,-0.523108
"714505868","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,5,19990,"NA","professionnel",16000,44.35261999999999,-1.0729979
"705010195","renault","captur","1.5 DCI 90 ZEN EDC",2013,19960,16795,"NA","professionnel",16200,44.853806,0.483392
"714055508","renault","captur","1.5 DCI 90 INTENS EDC",2014,1500,19500,"NA","professionnel",17500,43.544854,-1.386248
"705025449","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2014,61,19520,"NA","professionnel",17700,43.492949,-1.474841
"682495936","renault","captur","1.5 DCI 90 INTENS EDC",2014,23,19290,"NA","professionnel",17500,43.492949,-1.474841
"714126864","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,3023,19595,"NA","professionnel",16000,44.853806,0.483392
"679523840","renault","captur","1.5 DCI 90 ENERGY ARIZONA ECO2",2014,1,18200,"NA","professionnel",17100,43.3584189,-0.0466559
"713784419","renault","captur","1.5 DCI 90 ZEN EDC",2014,3900,17990,"NA","professionnel",16200,45.305814,-0.93519
"713780299","renault","captur","1.5 DCI 90 ZEN EDC",2013,11270,17990,"NA","professionnel",16200,43.2951,-0.370797
"713309654","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,12729,16800,"NA","professionnel",16000,44.91299799999999,-0.243985
"712757607","renault","captur","1.5 DCI 90 INTENS EDC",2014,5404,18990,"NA","professionnel",17500,43.7478,-0.9974999999999999
"686584845","renault","captur","1.5 DCI 90 INTENS EDC",2014,10,19500,"NA","professionnel",17500,43.388051,-1.663055
"712683771","renault","captur","1.5 DCI 90 ZEN EDC",2013,20288,16590,"NA","professionnel",16200,43.893485,-0.4997819999999999
"692495364","renault","captur","0.9 TCE 90 ENERGY S&S ZEN ECO2",2014,10,16950,"NA","professionnel",14200,44.8350088,-0.5872689999999999
"691846560","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,18503,17395,"NA","professionnel",16000,44.853806,0.483392
"654462892","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,26409,16900,"NA","professionnel",16000,45.196131,0.77911
"710987085","renault","captur","1.2 TCE 120 ZEN EDC",2014,1550,18490,"NA","professionnel",16000,43.492949,-1.474841
"685909853","renault","captur","1.5 DCI 90 BUSINESS EDC",2013,25230,16900,"NA","professionnel",17600,44.3988761,0.7614019
"663965572","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,350,18990,"NA","professionnel",15500,44.847789,-0.4640499999999999
"708879923","renault","captur","1.2 TCE 120 ZEN EDC",2013,18500,15990,"NA","professionnel",16000,44.8350088,-0.5872689999999999
"707666099","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,11565,18290,"NA","professionnel",16000,44.865164,-0.59944
"707253504","renault","captur","1.2 TCE 120 ZEN EDC",2013,21263,15990,"NA","professionnel",16000,44.7799813,-0.5672574
"687513248","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,10,17990,"NA","professionnel",16000,43.481402,-1.514699
"682226503","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,6923,17500,"NA","professionnel",16000,44.80583,-0.630386
"643911295","renault","captur","1.2 TCE 120 ZEN EDC",2013,24127,16500,"NA","professionnel",16000,44.80583,-0.630386
"704916316","renault","captur","NA",2014,40,19900,"NA","professionnel","NA",43.481402,-1.514699
"704812405","renault","captur","1.2 TCE 120 ZEN EDC",2013,23752,16500,"NA","professionnel",16000,44.80583,-0.630386
"704812320","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2014,14351,18500,"NA","professionnel",16000,44.80583,-0.630386
"704812525","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,37241,15900,"NA","professionnel",16000,44.80583,-0.630386
"727645059","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2014,17800,20900,"NA","particulier",17700,45.414368,0.944163
"726896064","renault","captur","0.9 TCE 90 ENERGY S&S ZEN ECO2",2013,12000,13700,"NA","particulier",14200,43.362402,-1.700075
"726807624","renault","captur","1.5 DCI 90 ENERGY ARIZONA ECO2",2013,38000,15500,"NA","particulier",17100,45.037085,0.364299
"726709299","renault","captur","1.2 TCE 120 ZEN EDC",2013,9500,17500,"NA","particulier",16000,44.2035321,0.6251540999999999
"681342863","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2014,16000,17000,"NA","particulier",17700,44.163863,-1.0328679
"725233676","renault","captur","0.9 TCE 90 ENERGY ARIZONA ECO2",2014,12500,16500,"NA","particulier",16100,44.635606,-1.0208759
"725279088","renault","captur","NA",2013,8700,15900,"NA","particulier","NA",44.80583,-0.630386
"725185524","renault","captur","1.2 TCE 120 ZEN EDC",2013,16000,17000,"NA","particulier",16000,43.664733,-1.396221
"712104150","renault","captur","1.5 DCI 90 ZEN EDC",2014,17000,19400,"NA","particulier",16200,44.84402799999999,0.210809
"697789219","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2013,13000,14200,"NA","particulier",15500,43.359399,-1.766148
"722352522","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,13500,16190,"NA","particulier",16000,44.727859,-0.59709
"721480583","renault","captur","1.5 DCI 90 INTENS EDC",2014,4850,18800,"NA","particulier",17500,43.692694,-1.384908
"720306402","NA","NA","NA",2012,15000,11800,"NA","particulier","NA",43.708608,-1.051945
"716961317","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2014,7100,18000,"NA","particulier",17700,44.916735,-0.4271
"715219899","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,25000,18000,"NA","particulier",16000,45.515125,-1.123258
"711701448","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2014,15000,19500,"NA","particulier",17700,45.121311,0.71385
"710588248","renault","captur","1.5 DCI 90 ZEN EDC",2013,8000,16500,"NA","particulier",16200,44.852067,-0.043008
"710038485","NA","NA","1.5 DCI 90 ZEN EDC",2013,18000,18990,"NA","particulier",16200,44.8305549,-0.527552
"706635491","renault","captur","1.5 DCI 90 ZEN EDC",2014,5700,19150,"NA","particulier",16200,44.8448769,-0.656358
"705924778","renault","captur","1.5 DCI 90 INTENS EDC",2014,13000,17800,"NA","particulier",17500,44.2035321,0.6251540999999999
"702554252","NA","NA","1.2 TCE 120 ZEN EDC",2014,1000,19900,"NA","particulier",16000,43.2951,-0.370797
"727655333","renault","captur","1.5 DCI 90 INTENS EDC",2014,10,19840,"NA","professionnel",17500,48.911358,2.8281139
"716161502","renault","captur","1.5 DCI 90 ZEN EDC",2013,14697,15200,"NA","professionnel",16200,48.730756,2.27137
"715687557","renault","captur","1.5 DCI 90 BUSINESS EDC",2013,13799,14500,"NA","professionnel",17600,48.730756,2.27137
"727655235","renault","captur","1.2 TCE 120 INTENS EDC",2014,10,19640,"NA","professionnel",17800,48.911358,2.8281139
"727626290","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,20602,"NA","professionnel",16200,48.760344,2.387405
"727623829","renault","captur","1.2 TCE 120 ZEN EDC",2014,10,17560,"NA","professionnel",16000,48.760344,2.387405
"727711876","renault","captur","1.5 DCI 90 ENERGY S&S INTENS ECO2",2014,10,18990,"NA","professionnel",17700,48.749736,2.459965
"723253543","renault","captur","NA",2013,16000,11990,"NA","professionnel","NA",48.7092979,2.38479
"727303877","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,21754,14500,"NA","professionnel",16100,48.8785618,2.3603689
"727316433","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,15269,14800,"NA","professionnel",16100,48.8293647,2.4265406
"727307083","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,14697,14800,"NA","professionnel",16100,48.7468342,2.4054748
"727311059","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,28670,14200,"NA","professionnel",16100,48.8293647,2.4265406
"727301170","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,17370,14800,"NA","professionnel",16100,48.87846159999999,2.7657959
"727297653","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,20026,14500,"NA","professionnel",16100,48.817275,2.2977599
"727300632","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2013,26412,13600,"NA","professionnel",16100,48.892423,2.215331
"727301743","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,15069,14800,"NA","professionnel",16100,48.7766463,2.0306592
"727302947","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,19247,14800,"NA","professionnel",16100,49.00363,2.516978
"727304515","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,11688,14700,"NA","professionnel",16100,48.7468342,2.4054748
"727324767","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,20800,14500,"NA","professionnel",16100,49.0331671,2.0547222
"727291182","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,28282,14200,"NA","professionnel",16100,49.00363,2.516978
"727286997","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2013,12561,14000,"NA","professionnel",16100,48.7766463,2.0306592
"727284349","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,19211,14800,"NA","professionnel",16100,48.941345,2.46436
"727283474","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,29060,14400,"NA","professionnel",16100,48.941345,2.46436
"727309324","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,15892,14800,"NA","professionnel",16100,49.0331671,2.0547222
"727282840","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2013,23398,13900,"NA","professionnel",16100,48.7468342,2.4054748
"727303193","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,14571,14800,"NA","professionnel",16100,48.8785618,2.3603689
"727311111","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,15607,14800,"NA","professionnel",16100,48.7766463,2.0306592
"727305710","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,19172,14800,"NA","professionnel",16100,48.7468342,2.4054748
"727284457","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,16521,14800,"NA","professionnel",16100,49.00363,2.516978
"727304386","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,24018,14500,"NA","professionnel",16100,48.904526,2.304768
"727283901","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2013,23289,13900,"NA","professionnel",16100,48.9220615,2.2533313
"727311923","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,14000,14800,"NA","professionnel",16100,48.8718722,2.3176432
"727311424","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,29246,14200,"NA","professionnel",16100,48.7766463,2.0306592
"727299663","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,20966,14500,"NA","professionnel",16100,48.904526,2.304768
"727622955","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,19900,"NA","professionnel",16200,48.760344,2.387405
"727307471","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,16351,14800,"NA","professionnel",16100,48.7468342,2.4054748
"727303814","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,13461,14800,"NA","professionnel",16100,48.7468342,2.4054748
"727623739","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,18789,"NA","professionnel",16200,48.760344,2.387405
"727308134","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,18108,14800,"NA","professionnel",16100,48.7766463,2.0306592
"727295732","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,16596,15000,"NA","professionnel",16100,48.941345,2.46436
"727284061","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2013,29000,13600,"NA","professionnel",16100,48.908612,2.439712
"727310934","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,12409,14800,"NA","professionnel",16100,49.0331671,2.0547222
"727310040","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,19707,14800,"NA","professionnel",16100,48.813055,2.38822
"727309655","renault","captur","1.5 DCI 90 ENERGY S&S BUSINESS ECO2",2014,12870,14800,"NA","professionnel",16100,48.7468342,2.4054748
"727258246","renault","captur","1.5 DCI 90 ZEN EDC",2014,10,20602,"NA","professionnel",16200,48.760344,2.387405
"726800513","renault","captur","NA","NA",1,19990,"NA","professionnel","NA",48.8675641,2.34399
"726513370","renault","captur","1.2 TCE 120 ZEN EDC",2013,20992,16590,"NA","professionnel",16000,48.792001,2.39851
"714327465","renault","captur","1.2 TCE 120 INTENS EDC",2014,10,20500,"NA","professionnel",17800,48.529171,2.0152549
"723253949","renault","captur","1.5 DCI 90 INTENS EDC",2014,4058,18990,"NA","professionnel",17500,48.529171,2.0152549
"713901775","renault","captur","1.5 DCI 90 INTENS EDC",2014,10,18490,"NA","professionnel",17500,48.7623589,1.945326
"697384102","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,10,17490,"NA","professionnel",15500,48.7623589,1.945326
"726460320","renault","captur","1.5 DCI 90 ENERGY S&S ZEN ECO2",2013,7933,18490,"NA","professionnel",16000,48.792001,2.39851
"726238533","renault","captur","0.9 TCE 90 ENERGY S&S INTENS ECO2",2014,21883,15900,"NA","professionnel",15500,48.821267,2.472043
"726219368","renault","captur","1.2 TCE 120 INTENS EDC",2014,10,19640,"NA","professionnel",17800,48.911358,2.8281139
"726219413","renault","captur","1.2 TCE 120 INTENS EDC",2014,10,19640,"NA","professionnel",17800,48.911358,2.8281139
"726220656","renault","captur","1.2 TCE 120 INTENS EDC",2014,10,19210,"NA","professionnel",17800,48.911358,2.8281139
"726219204","renault","captur","1.2 TCE 120 INTENS EDC",2014,4000,18870,"NA","professionnel",17800,48.911358,2.8281139
"726219544","renault","captur","1.2 TCE 120 INTENS EDC",2014,10,19640,"NA","professionnel",17800,48.911358,2.8281139
"726219325","renault","captur","1.2 TCE 120 INTENS EDC",2014,10,19640,"NA","professionnel",17800,48.911358,2.8281139
