,region,version,year,km,price,argus,cost,phone,vendor label,latitude,longitude,URL
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,28670.0,14200.0,Nan,less expensive,0825809109 ,Professionnel,48.8293647,2.4265406,http://www.leboncoin.fr/voitures/727311059.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,17370.0,14800.0,Nan,less expensive,0825809109 ,Professionnel,48.8559724,2.8075714,http://www.leboncoin.fr/voitures/727301170.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,20026.0,14500.0,Nan,less expensive,0781679569 / 0825809109 ,Professionnel,48.8144751,2.2933337,http://www.leboncoin.fr/voitures/727297653.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2013,26412.0,13600.0,Nan,less expensive,0825809109 ,Professionnel,48.8941822,2.2071125,http://www.leboncoin.fr/voitures/727300632.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,15069.0,14800.0,Nan,less expensive,0825809109 ,Professionnel,48.7766463,2.0306592,http://www.leboncoin.fr/voitures/727301743.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,19247.0,14800.0,Nan,less expensive,0825809109 ,Professionnel,49.0041218,2.5038375,http://www.leboncoin.fr/voitures/727302947.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,11688.0,14700.0,Nan,less expensive,0825809109 / 0652513785 ,Professionnel,48.7468342,2.4054748,http://www.leboncoin.fr/voitures/727304515.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,20800.0,14500.0,Nan,less expensive,0825809109 ,Professionnel,49.0331671,2.0547222,http://www.leboncoin.fr/voitures/727324767.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,28282.0,14200.0,Nan,less expensive,0825809109 ,Professionnel,49.0041218,2.5038375,http://www.leboncoin.fr/voitures/727291182.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2013,12561.0,14000.0,Nan,less expensive,0825809109 / 0626671997 ,Professionnel,48.7766463,2.0306592,http://www.leboncoin.fr/voitures/727286997.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,19211.0,14800.0,Nan,less expensive,0825809109 ,Professionnel,48.9392662,2.4698535,http://www.leboncoin.fr/voitures/727284349.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,29060.0,14400.0,Nan,less expensive,0155811021 / 0825809109 ,Professionnel,48.9392662,2.4698535,http://www.leboncoin.fr/voitures/727283474.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,15892.0,14800.0,Nan,less expensive,0825809109 ,Professionnel,49.0331671,2.0547222,http://www.leboncoin.fr/voitures/727309324.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2013,23398.0,13900.0,Nan,less expensive,0825809109 ,Professionnel,48.7468342,2.4054748,http://www.leboncoin.fr/voitures/727282840.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,14571.0,14800.0,Nan,less expensive,0825809109 ,Professionnel,48.8785618,2.3603689,http://www.leboncoin.fr/voitures/727303193.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,15607.0,14800.0,Nan,less expensive,0825809109 ,Professionnel,48.7766463,2.0306592,http://www.leboncoin.fr/voitures/727311111.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,19172.0,14800.0,Nan,less expensive,0825809109 / 0652513785 ,Professionnel,48.7468342,2.4054748,http://www.leboncoin.fr/voitures/727305710.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,16521.0,14800.0,Nan,less expensive,0825809109 ,Professionnel,49.0041218,2.5038375,http://www.leboncoin.fr/voitures/727284457.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,24018.0,14500.0,Nan,less expensive,0825809109 ,Professionnel,48.9048418,2.306274,http://www.leboncoin.fr/voitures/727304386.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2013,23289.0,13900.0,Nan,less expensive,0825809109 ,Professionnel,48.9237226,2.2431251,http://www.leboncoin.fr/voitures/727283901.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,14000.0,14800.0,Nan,less expensive,0825809109 ,Professionnel,48.8718722,2.3176432,http://www.leboncoin.fr/voitures/727311923.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,29246.0,14200.0,Nan,less expensive,0825809109 ,Professionnel,48.7766463,2.0306592,http://www.leboncoin.fr/voitures/727311424.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,20966.0,14500.0,Nan,less expensive,0825809109 ,Professionnel,48.9048418,2.306274,http://www.leboncoin.fr/voitures/727299663.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,10.0,19900.0,Nan,less expensive,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/727622955.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,16351.0,14800.0,Nan,less expensive,0825809109 / 0652513785 ,Professionnel,48.7468342,2.4054748,http://www.leboncoin.fr/voitures/727307471.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,13461.0,14800.0,Nan,less expensive,0825809109 / 0652513785 ,Professionnel,48.7468342,2.4054748,http://www.leboncoin.fr/voitures/727303814.htm?ca=12_s
0,ile_de_france,"{'0.9 TCE 90 ENERGY S&S INTENS ECO2': None, '0.9 TCE 90 ENERGY S&S ZEN ECO2': None, '1.2 TCE 120 ZEN EDC Essence': None, '0.9 TCE 90 ENERGY S&S LIFE ECO2': None, '1.2 TCE 120 INTENS EDC Essence': None, '1.5 DCI 90 ENERGY ARIZONA ECO2': None, '1.5 DCI 90 BUSINESS EDC Diesel': None, '1.5 DCI 90 ARIZONA EDC ECO2 Diesel': None, '0.9 TCE 90 ENERGY ARIZONA ECO2': None, '1.2 TCE 120 ARIZONA EDC Essence': None}",2014,10.0,18789.0,Nan,less expensive,0175834788 ,Professionnel,48.7597821,2.3869428,http://www.leboncoin.fr/voitures/727623739.htm?ca=12_s
